book,book_full,category,chapter,clause_idx,sent_id,strategy,orig_pj,orig_std,stripped_pj,stripped_std,delta_pj,flipped,fully_editorial,n_orig,n_stripped,n_remaining,strip_ratio,categories_hit,orig_text,stripped_text,tokens_removed,robustness,random_flip_count,p_value
Matt,Matthew,Gospel,1,1,Matt.1.1,all,0.6657,0.1132,,,,False,True,8,6,2,0.7500,patriarchal|christological,Βίβλος γενέσεως Ἰησοῦ χριστοῦ υἱοῦ Δαυὶδ υἱοῦ Ἀβραάμ.,Βίβλος γενέσεως,Ἰησοῦ|χριστοῦ|υἱοῦ|Δαυὶδ|υἱοῦ|Ἀβραάμ.,,,
Matt,Matthew,Gospel,1,1,Matt.1.1,christological,0.6657,0.1132,0.4889,0.1011,0.1767,True,False,8,5,3,0.6250,christological,Βίβλος γενέσεως Ἰησοῦ χριστοῦ υἱοῦ Δαυὶδ υἱοῦ Ἀβραάμ.,Βίβλος γενέσεως Ἀβραάμ.,Ἰησοῦ|χριστοῦ|υἱοῦ|Δαυὶδ|υἱοῦ,,,
Matt,Matthew,Gospel,1,1,Matt.1.1,patriarchal,0.6657,0.1132,0.6833,0.0882,-0.0177,False,False,8,2,6,0.2500,patriarchal,Βίβλος γενέσεως Ἰησοῦ χριστοῦ υἱοῦ Δαυὶδ υἱοῦ Ἀβραάμ.,Βίβλος γενέσεως Ἰησοῦ χριστοῦ υἱοῦ υἱοῦ,Δαυὶδ|Ἀβραάμ.,,,
Matt,Matthew,Gospel,1,7,Matt.1.10,all,0.6170,0.1009,0.7521,0.0634,-0.1351,False,False,9,2,7,0.2222,christological,Τούτους τοὺς δώδεκα ἀπέστειλεν ὁ Ἰησοῦς παραγγείλας αὐτοῖς λέγων·,Τούτους τοὺς δώδεκα ἀπέστειλεν παραγγείλας αὐτοῖς λέγων·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,7,Matt.1.10,christological,0.6170,0.1009,0.7521,0.0634,-0.1351,False,False,9,2,7,0.2222,christological,Τούτους τοὺς δώδεκα ἀπέστειλεν ὁ Ἰησοῦς παραγγείλας αὐτοῖς λέγων·,Τούτους τοὺς δώδεκα ἀπέστειλεν παραγγείλας αὐτοῖς λέγων·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,9,Matt.1.10,all,0.8278,0.0759,0.7558,0.0954,0.0720,False,False,10,1,9,0.1000,patriarchal,πορεύεσθε δὲ μᾶλλον πρὸς τὰ πρόβατα τὰ ἀπολωλότα οἴκου Ἰσραήλ.,πορεύεσθε δὲ μᾶλλον πρὸς τὰ πρόβατα τὰ ἀπολωλότα οἴκου,Ἰσραήλ.,,,
Matt,Matthew,Gospel,1,9,Matt.1.10,patriarchal,0.8278,0.0759,0.7558,0.0954,0.0720,False,False,10,1,9,0.1000,patriarchal,πορεύεσθε δὲ μᾶλλον πρὸς τὰ πρόβατα τὰ ἀπολωλότα οἴκου Ἰσραήλ.,πορεύεσθε δὲ μᾶλλον πρὸς τὰ πρόβατα τὰ ἀπολωλότα οἴκου,Ἰσραήλ.,,,
Matt,Matthew,Gospel,1,14,Matt.1.11,all,0.6092,0.1921,0.6734,0.1600,-0.0642,False,False,21,2,19,0.0952,christological,"Καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς διατάσσων τοῖς δώδεκα μαθηταῖς αὐτοῦ, μετέβη ἐκεῖθεν τοῦ διδάσκειν καὶ κηρύσσειν ἐν ταῖς πόλεσιν αὐτῶν.","Καὶ ἐγένετο ὅτε ἐτέλεσεν διατάσσων τοῖς δώδεκα μαθηταῖς αὐτοῦ, μετέβη ἐκεῖθεν τοῦ διδάσκειν καὶ κηρύσσειν ἐν ταῖς πόλεσιν αὐτῶν.",ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,14,Matt.1.11,christological,0.6092,0.1921,0.6734,0.1600,-0.0642,False,False,21,2,19,0.0952,christological,"Καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς διατάσσων τοῖς δώδεκα μαθηταῖς αὐτοῦ, μετέβη ἐκεῖθεν τοῦ διδάσκειν καὶ κηρύσσειν ἐν ταῖς πόλεσιν αὐτῶν.","Καὶ ἐγένετο ὅτε ἐτέλεσεν διατάσσων τοῖς δώδεκα μαθηταῖς αὐτοῦ, μετέβη ἐκεῖθεν τοῦ διδάσκειν καὶ κηρύσσειν ἐν ταῖς πόλεσιν αὐτῶν.",ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,15,Matt.1.11,all,0.9335,0.0533,0.9326,0.0328,0.0009,False,False,18,2,16,0.1111,christological,Ὁ δὲ Ἰωάννης ἀκούσας ἐν τῷ δεσμωτηρίῳ τὰ ἔργα τοῦ χριστοῦ πέμψας ⸀διὰ τῶν μαθητῶν αὐτοῦ εἶπεν αὐτῷ·,Ὁ δὲ Ἰωάννης ἀκούσας ἐν τῷ δεσμωτηρίῳ τὰ ἔργα πέμψας ⸀διὰ τῶν μαθητῶν αὐτοῦ εἶπεν αὐτῷ·,τοῦ|χριστοῦ,,,
Matt,Matthew,Gospel,1,15,Matt.1.11,christological,0.9335,0.0533,0.9326,0.0328,0.0009,False,False,18,2,16,0.1111,christological,Ὁ δὲ Ἰωάννης ἀκούσας ἐν τῷ δεσμωτηρίῳ τὰ ἔργα τοῦ χριστοῦ πέμψας ⸀διὰ τῶν μαθητῶν αὐτοῦ εἶπεν αὐτῷ·,Ὁ δὲ Ἰωάννης ἀκούσας ἐν τῷ δεσμωτηρίῳ τὰ ἔργα πέμψας ⸀διὰ τῶν μαθητῶν αὐτοῦ εἶπεν αὐτῷ·,τοῦ|χριστοῦ,,,
Matt,Matthew,Gospel,1,17,Matt.1.11,all,0.8301,0.0756,,,,False,True,6,2,4,0.3333,christological,καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς·,καὶ ἀποκριθεὶς εἶπεν αὐτοῖς·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,17,Matt.1.11,christological,0.8301,0.0756,,,,False,True,6,2,4,0.3333,christological,καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς·,καὶ ἀποκριθεὶς εἶπεν αὐτοῖς·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,21,Matt.1.11,all,0.6057,0.0657,0.5595,0.0631,0.0462,False,False,11,2,9,0.1818,christological,Τούτων δὲ πορευομένων ἤρξατο ὁ Ἰησοῦς λέγειν τοῖς ὄχλοις περὶ Ἰωάννου·,Τούτων δὲ πορευομένων ἤρξατο λέγειν τοῖς ὄχλοις περὶ Ἰωάννου·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,21,Matt.1.11,christological,0.6057,0.0657,0.5595,0.0631,0.0462,False,False,11,2,9,0.1818,christological,Τούτων δὲ πορευομένων ἤρξατο ὁ Ἰησοῦς λέγειν τοῖς ὄχλοις περὶ Ἰωάννου·,Τούτων δὲ πορευομένων ἤρξατο λέγειν τοῖς ὄχλοις περὶ Ἰωάννου·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,28,Matt.1.12,all,0.7672,0.0595,0.6410,0.0810,0.1262,False,False,12,2,10,0.1667,christological,Ἐν ἐκείνῳ τῷ καιρῷ ἐπορεύθη ὁ Ἰησοῦς τοῖς σάββασιν διὰ τῶν σπορίμων·,Ἐν ἐκείνῳ τῷ καιρῷ ἐπορεύθη τοῖς σάββασιν διὰ τῶν σπορίμων·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,28,Matt.1.12,christological,0.7672,0.0595,0.6410,0.0810,0.1262,False,False,12,2,10,0.1667,christological,Ἐν ἐκείνῳ τῷ καιρῷ ἐπορεύθη ὁ Ἰησοῦς τοῖς σάββασιν διὰ τῶν σπορίμων·,Ἐν ἐκείνῳ τῷ καιρῷ ἐπορεύθη τοῖς σάββασιν διὰ τῶν σπορίμων·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,38,Matt.1.12,all,0.6494,0.0784,0.6233,0.1021,0.0261,False,False,11,1,10,0.0909,kyrios,"Ἔλεος θέλω καὶ οὐ θυσίαν, οὐκ ἂν κατεδικάσατε τοὺς ἀναιτίους. κύριος","Ἔλεος θέλω καὶ οὐ θυσίαν, οὐκ ἂν κατεδικάσατε τοὺς ἀναιτίους.",κύριος,,,
Matt,Matthew,Gospel,1,38,Matt.1.12,kyrios,0.6494,0.0784,0.6233,0.1021,0.0261,False,False,11,1,10,0.0909,kyrios,"Ἔλεος θέλω καὶ οὐ θυσίαν, οὐκ ἂν κατεδικάσατε τοὺς ἀναιτίους. κύριος","Ἔλεος θέλω καὶ οὐ θυσίαν, οὐκ ἂν κατεδικάσατε τοὺς ἀναιτίους.",κύριος,,,
Matt,Matthew,Gospel,1,39,Matt.1.13,all,0.7254,0.1499,0.7378,0.1468,-0.0124,False,False,13,2,11,0.1538,christological,⸀Ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐξελθὼν ὁ Ἰησοῦς ⸀τῆς οἰκίας ἐκάθητο παρὰ τὴν θάλασσαν·,⸀Ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐξελθὼν ⸀τῆς οἰκίας ἐκάθητο παρὰ τὴν θάλασσαν·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,39,Matt.1.13,christological,0.7254,0.1499,0.7378,0.1468,-0.0124,False,False,13,2,11,0.1538,christological,⸀Ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐξελθὼν ὁ Ἰησοῦς ⸀τῆς οἰκίας ἐκάθητο παρὰ τὴν θάλασσαν·,⸀Ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐξελθὼν ⸀τῆς οἰκίας ἐκάθητο παρὰ τὴν θάλασσαν·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,47,Matt.1.14,all,0.7590,0.1168,0.8593,0.0565,-0.1003,False,False,16,1,15,0.0625,christological,"Ἐν ἐκείνῳ τῷ καιρῷ ἤκουσεν Ἡρῴδης ὁ τετραάρχης τὴν ἀκοὴν Ἰησοῦ, καὶ εἶπεν τοῖς παισὶν αὐτοῦ·",Ἐν ἐκείνῳ τῷ καιρῷ ἤκουσεν Ἡρῴδης ὁ τετραάρχης τὴν ἀκοὴν καὶ εἶπεν τοῖς παισὶν αὐτοῦ·,"Ἰησοῦ,",,,
Matt,Matthew,Gospel,1,47,Matt.1.14,christological,0.7590,0.1168,0.8593,0.0565,-0.1003,False,False,16,1,15,0.0625,christological,"Ἐν ἐκείνῳ τῷ καιρῷ ἤκουσεν Ἡρῴδης ὁ τετραάρχης τὴν ἀκοὴν Ἰησοῦ, καὶ εἶπεν τοῖς παισὶν αὐτοῦ·",Ἐν ἐκείνῳ τῷ καιρῷ ἤκουσεν Ἡρῴδης ὁ τετραάρχης τὴν ἀκοὴν καὶ εἶπεν τοῖς παισὶν αὐτοῦ·,"Ἰησοῦ,",,,
Matt,Matthew,Gospel,1,52,Matt.1.14,all,0.5266,0.1922,0.6551,0.1563,-0.1285,False,False,12,1,11,0.0833,prophetic,"καὶ θέλων αὐτὸν ἀποκτεῖναι ἐφοβήθη τὸν ὄχλον, ὅτι ὡς προφήτην αὐτὸν εἶχον.","καὶ θέλων αὐτὸν ἀποκτεῖναι ἐφοβήθη τὸν ὄχλον, ὅτι ὡς αὐτὸν εἶχον.",προφήτην,,,
Matt,Matthew,Gospel,1,52,Matt.1.14,prophetic,0.5266,0.1922,0.6551,0.1563,-0.1285,False,False,12,1,11,0.0833,prophetic,"καὶ θέλων αὐτὸν ἀποκτεῖναι ἐφοβήθη τὸν ὄχλον, ὅτι ὡς προφήτην αὐτὸν εἶχον.","καὶ θέλων αὐτὸν ἀποκτεῖναι ἐφοβήθη τὸν ὄχλον, ὅτι ὡς αὐτὸν εἶχον.",προφήτην,,,
Matt,Matthew,Gospel,1,57,Matt.1.15,all,0.8457,0.0923,0.8637,0.0653,-0.0179,False,False,20,2,18,0.1000,christological,Τότε προσέρχονται τῷ ⸀Ἰησοῦ ἀπὸ Ἱεροσολύμων ⸂Φαρισαῖοι καὶ γραμματεῖς⸃ λέγοντες Διὰ τί οἱ μαθηταί σου παραβαίνουσιν τὴν παράδοσιν τῶν πρεσβυτέρων;,Τότε προσέρχονται ἀπὸ Ἱεροσολύμων ⸂Φαρισαῖοι καὶ γραμματεῖς⸃ λέγοντες Διὰ τί οἱ μαθηταί σου παραβαίνουσιν τὴν παράδοσιν τῶν πρεσβυτέρων;,τῷ|⸀Ἰησοῦ,,,
Matt,Matthew,Gospel,1,57,Matt.1.15,christological,0.8457,0.0923,0.8637,0.0653,-0.0179,False,False,20,2,18,0.1000,christological,Τότε προσέρχονται τῷ ⸀Ἰησοῦ ἀπὸ Ἱεροσολύμων ⸂Φαρισαῖοι καὶ γραμματεῖς⸃ λέγοντες Διὰ τί οἱ μαθηταί σου παραβαίνουσιν τὴν παράδοσιν τῶν πρεσβυτέρων;,Τότε προσέρχονται ἀπὸ Ἱεροσολύμων ⸂Φαρισαῖοι καὶ γραμματεῖς⸃ λέγοντες Διὰ τί οἱ μαθηταί σου παραβαίνουσιν τὴν παράδοσιν τῶν πρεσβυτέρων;,τῷ|⸀Ἰησοῦ,,,
Matt,Matthew,Gospel,1,60,Matt.1.15,all,0.7850,0.0782,0.6486,0.0579,0.1364,False,False,13,4,9,0.3077,torah_law,Διὰ τί καὶ ὑμεῖς παραβαίνετε τὴν ἐντολὴν τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν;,Διὰ τί καὶ ὑμεῖς παραβαίνετε διὰ τὴν παράδοσιν ὑμῶν;,τὴν|ἐντολὴν|τοῦ|θεοῦ,,,
Matt,Matthew,Gospel,1,60,Matt.1.15,torah_law,0.7850,0.0782,0.6486,0.0579,0.1364,False,False,13,4,9,0.3077,torah_law,Διὰ τί καὶ ὑμεῖς παραβαίνετε τὴν ἐντολὴν τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν;,Διὰ τί καὶ ὑμεῖς παραβαίνετε διὰ τὴν παράδοσιν ὑμῶν;,τὴν|ἐντολὴν|τοῦ|θεοῦ,,,
Matt,Matthew,Gospel,1,80,Matt.1.16,all,0.5747,0.0792,,,,False,True,5,2,3,0.4000,christological,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς·,δὲ εἶπεν αὐτοῖς·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,80,Matt.1.16,christological,0.5747,0.0792,,,,False,True,5,2,3,0.4000,christological,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς·,δὲ εἶπεν αὐτοῖς·,ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,83,Matt.1.16,all,0.6466,0.0938,,,,False,True,5,1,4,0.2000,christological,γνοὺς δὲ ὁ Ἰησοῦς ⸀εἶπεν·,γνοὺς δὲ ὁ ⸀εἶπεν·,Ἰησοῦς,,,
Matt,Matthew,Gospel,1,83,Matt.1.16,christological,0.6466,0.0938,,,,False,True,5,1,4,0.2000,christological,γνοὺς δὲ ὁ Ἰησοῦς ⸀εἶπεν·,γνοὺς δὲ ὁ ⸀εἶπεν·,Ἰησοῦς,,,
Matt,Matthew,Gospel,1,89,Matt.1.17,all,0.8298,0.0852,,,,False,True,7,2,5,0.2857,christological,ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν τῷ Ἰησοῦ·,ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν,τῷ|Ἰησοῦ·,,,
Matt,Matthew,Gospel,1,89,Matt.1.17,christological,0.8298,0.0852,,,,False,True,7,2,5,0.2857,christological,ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν τῷ Ἰησοῦ·,ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν,τῷ|Ἰησοῦ·,,,
Matt,Matthew,Gospel,1,90,Matt.1.17,all,0.6226,0.0958,0.6167,0.0892,0.0059,False,False,6,1,5,0.1667,kyrios,"Κύριε, καλόν ἐστιν ἡμᾶς ὧδε εἶναι·",καλόν ἐστιν ἡμᾶς ὧδε εἶναι·,"Κύριε,",,,
Matt,Matthew,Gospel,1,90,Matt.1.17,kyrios,0.6226,0.0958,0.6167,0.0892,0.0059,False,False,6,1,5,0.1667,kyrios,"Κύριε, καλόν ἐστιν ἡμᾶς ὧδε εἶναι·",καλόν ἐστιν ἡμᾶς ὧδε εἶναι·,"Κύριε,",,,
Matt,Matthew,Gospel,1,91,Matt.1.17,all,0.5544,0.0883,0.6359,0.0784,-0.0816,False,False,14,1,13,0.0714,patriarchal,"εἰ θέλεις, ⸀ποιήσω ὧδε τρεῖς σκηνάς, σοὶ μίαν καὶ Μωϋσεῖ μίαν καὶ ⸂Ἠλίᾳ μίαν⸃.","εἰ θέλεις, ⸀ποιήσω ὧδε τρεῖς σκηνάς, σοὶ μίαν καὶ μίαν καὶ ⸂Ἠλίᾳ μίαν⸃.",Μωϋσεῖ,,,
Matt,Matthew,Gospel,1,91,Matt.1.17,patriarchal,0.5544,0.0883,0.6359,0.0784,-0.0816,False,False,14,1,13,0.0714,patriarchal,"εἰ θέλεις, ⸀ποιήσω ὧδε τρεῖς σκηνάς, σοὶ μίαν καὶ Μωϋσεῖ μίαν καὶ ⸂Ἠλίᾳ μίαν⸃.","εἰ θέλεις, ⸀ποιήσω ὧδε τρεῖς σκηνάς, σοὶ μίαν καὶ μίαν καὶ ⸂Ἠλίᾳ μίαν⸃.",Μωϋσεῖ,,,
Matt,Matthew,Gospel,1,96,Matt.1.18,all,0.7439,0.0916,,,,False,True,10,2,8,0.2000,christological,Ἐν ἐκείνῃ τῇ ὥρᾳ προσῆλθον οἱ μαθηταὶ τῷ Ἰησοῦ λέγοντες·,Ἐν ἐκείνῃ τῇ ὥρᾳ προσῆλθον οἱ μαθηταὶ λέγοντες·,τῷ|Ἰησοῦ,,,
Matt,Matthew,Gospel,1,96,Matt.1.18,christological,0.7439,0.0916,,,,False,True,10,2,8,0.2000,christological,Ἐν ἐκείνῃ τῇ ὥρᾳ προσῆλθον οἱ μαθηταὶ τῷ Ἰησοῦ λέγοντες·,Ἐν ἐκείνῃ τῇ ὥρᾳ προσῆλθον οἱ μαθηταὶ λέγοντες·,τῷ|Ἰησοῦ,,,
Matt,Matthew,Gospel,1,115,Matt.1.19,all,0.8887,0.0563,0.8368,0.0348,0.0519,False,False,12,1,11,0.0833,patriarchal,λέγει αὐτοῖς ὅτι Μωϋσῆς πρὸς τὴν σκληροκαρδίαν ὑμῶν ἐπέτρεψεν ὑμῖν ἀπολῦσαι τὰς,λέγει αὐτοῖς ὅτι πρὸς τὴν σκληροκαρδίαν ὑμῶν ἐπέτρεψεν ὑμῖν ἀπολῦσαι τὰς,Μωϋσῆς,,,
Matt,Matthew,Gospel,1,115,Matt.1.19,patriarchal,0.8887,0.0563,0.8368,0.0348,0.0519,False,False,12,1,11,0.0833,patriarchal,λέγει αὐτοῖς ὅτι Μωϋσῆς πρὸς τὴν σκληροκαρδίαν ὑμῶν ἐπέτρεψεν ὑμῖν ἀπολῦσαι τὰς,λέγει αὐτοῖς ὅτι πρὸς τὴν σκληροκαρδίαν ὑμῶν ἐπέτρεψεν ὑμῖν ἀπολῦσαι τὰς,Μωϋσῆς,,,
Matt,Matthew,Gospel,1,116,Matt.1.2,all,0.7092,0.2235,0.6472,0.1924,0.0620,False,False,21,2,19,0.0952,christological,"Τοῦ δὲ Ἰησοῦ γεννηθέντος ἐν Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι ἀπὸ ἀνατολῶν παρεγένοντο εἰς Ἱεροσόλυμα λέγοντες·","δὲ γεννηθέντος ἐν Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι ἀπὸ ἀνατολῶν παρεγένοντο εἰς Ἱεροσόλυμα λέγοντες·",Τοῦ|Ἰησοῦ,,,
Matt,Matthew,Gospel,1,116,Matt.1.2,christological,0.7092,0.2235,0.6472,0.1924,0.0620,False,False,21,2,19,0.0952,christological,"Τοῦ δὲ Ἰησοῦ γεννηθέντος ἐν Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι ἀπὸ ἀνατολῶν παρεγένοντο εἰς Ἱεροσόλυμα λέγοντες·","δὲ γεννηθέντος ἐν Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι ἀπὸ ἀνατολῶν παρεγένοντο εἰς Ἱεροσόλυμα λέγοντες·",Τοῦ|Ἰησοῦ,,,
Matt,Matthew,Gospel,1,119,Matt.1.2,all,0.6051,0.2068,0.7233,0.1585,-0.1182,False,False,27,2,25,0.0741,christological,"ἀκούσας δὲ ⸂ὁ βασιλεὺς Ἡρῴδης⸃ ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’ αὐτοῦ, καὶ συναγαγὼν πάντας τοὺς ἀρχιερεῖς καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο παρ’ αὐτῶν ποῦ ὁ χριστὸς γεννᾶται.","ἀκούσας δὲ ⸂ὁ βασιλεὺς Ἡρῴδης⸃ ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’ αὐτοῦ, καὶ συναγαγὼν πάντας τοὺς ἀρχιερεῖς καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο παρ’ αὐτῶν ποῦ γεννᾶται.",ὁ|χριστὸς,,,
Matt,Matthew,Gospel,1,119,Matt.1.2,christological,0.6051,0.2068,0.7233,0.1585,-0.1182,False,False,27,2,25,0.0741,christological,"ἀκούσας δὲ ⸂ὁ βασιλεὺς Ἡρῴδης⸃ ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’ αὐτοῦ, καὶ συναγαγὼν πάντας τοὺς ἀρχιερεῖς καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο παρ’ αὐτῶν ποῦ ὁ χριστὸς γεννᾶται.","ἀκούσας δὲ ⸂ὁ βασιλεὺς Ἡρῴδης⸃ ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’ αὐτοῦ, καὶ συναγαγὼν πάντας τοὺς ἀρχιερεῖς καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο παρ’ αὐτῶν ποῦ γεννᾶται.",ὁ|χριστὸς,,,
Matt,Matthew,Gospel,1,122,Matt.1.2,all,0.6370,0.0721,,,,False,True,6,4,2,0.6667,scripture_citation|prophetic,οὕτως γὰρ γέγραπται διὰ τοῦ προφήτου·,οὕτως γὰρ,γέγραπται|διὰ|τοῦ|προφήτου·,,,
Matt,Matthew,Gospel,1,122,Matt.1.2,scripture_citation,0.6370,0.0721,,,,False,True,6,2,4,0.3333,scripture_citation,οὕτως γὰρ γέγραπται διὰ τοῦ προφήτου·,οὕτως γὰρ τοῦ προφήτου·,γέγραπται|διὰ,,,
Matt,Matthew,Gospel,1,122,Matt.1.2,prophetic,0.6370,0.0721,,,,False,True,6,2,4,0.3333,prophetic,οὕτως γὰρ γέγραπται διὰ τοῦ προφήτου·,οὕτως γὰρ γέγραπται διὰ,τοῦ|προφήτου·,,,
Matt,Matthew,Gospel,1,124,Matt.1.2,all,0.9098,0.1122,0.8757,0.1965,0.0340,False,False,12,1,11,0.0833,patriarchal,"ἐκ σοῦ γὰρ ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν λαόν μου τὸν Ἰσραήλ.","ἐκ σοῦ γὰρ ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν λαόν μου τὸν",Ἰσραήλ.,,,
Matt,Matthew,Gospel,1,124,Matt.1.2,patriarchal,0.9098,0.1122,0.8757,0.1965,0.0340,False,False,12,1,11,0.0833,patriarchal,"ἐκ σοῦ γὰρ ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν λαόν μου τὸν Ἰσραήλ.","ἐκ σοῦ γὰρ ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν λαόν μου τὸν",Ἰσραήλ.,,,
Matt,Matthew,Gospel,1,138,Matt.1.20,all,0.7736,0.1127,0.6568,0.1114,0.1168,False,False,11,2,9,0.1818,kyrios,ὀψίας δὲ γενομένης λέγει ὁ κύριος τοῦ ἀμπελῶνος τῷ ἐπιτρόπῳ αὐτοῦ·,ὀψίας δὲ γενομένης λέγει τοῦ ἀμπελῶνος τῷ ἐπιτρόπῳ αὐτοῦ·,ὁ|κύριος,,,
Matt,Matthew,Gospel,1,138,Matt.1.20,kyrios,0.7736,0.1127,0.6568,0.1114,0.1168,False,False,11,2,9,0.1818,kyrios,ὀψίας δὲ γενομένης λέγει ὁ κύριος τοῦ ἀμπελῶνος τῷ ἐπιτρόπῳ αὐτοῦ·,ὀψίας δὲ γενομένης λέγει τοῦ ἀμπελῶνος τῷ ἐπιτρόπῳ αὐτοῦ·,ὁ|κύριος,,,
Matt,Matthew,Gospel,1,145,Matt.1.21,all,0.8584,0.0639,0.7706,0.1073,0.0879,False,False,11,2,9,0.1818,prophetic,Τοῦτο ⸀δὲ γέγονεν ἵνα πληρωθῇ τὸ ῥηθὲν διὰ τοῦ προφήτου λέγοντος·,Τοῦτο ⸀δὲ γέγονεν ἵνα πληρωθῇ τὸ ῥηθὲν διὰ λέγοντος·,τοῦ|προφήτου,,,
Matt,Matthew,Gospel,1,145,Matt.1.21,prophetic,0.8584,0.0639,0.7706,0.1073,0.0879,False,False,11,2,9,0.1818,prophetic,Τοῦτο ⸀δὲ γέγονεν ἵνα πληρωθῇ τὸ ῥηθὲν διὰ τοῦ προφήτου λέγοντος·,Τοῦτο ⸀δὲ γέγονεν ἵνα πληρωθῇ τὸ ῥηθὲν διὰ λέγοντος·,τοῦ|προφήτου,,,
Matt,Matthew,Gospel,1,148,Matt.1.21,all,0.5884,0.2171,0.5788,0.2021,0.0096,False,False,27,2,25,0.0741,christological,"πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες καθὼς ⸀συνέταξεν αὐτοῖς ὁ Ἰησοῦς ἤγαγον τὴν ὄνον καὶ τὸν πῶλον, καὶ ἐπέθηκαν ⸀ἐπ’ αὐτῶν τὰ ⸀ἱμάτια, καὶ ἐπεκάθισεν ἐπάνω αὐτῶν.","πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες καθὼς ⸀συνέταξεν αὐτοῖς ἤγαγον τὴν ὄνον καὶ τὸν πῶλον, καὶ ἐπέθηκαν ⸀ἐπ’ αὐτῶν τὰ ⸀ἱμάτια, καὶ ἐπεκάθισεν ἐπάνω αὐτῶν.",ὁ|Ἰησοῦς,,,
Matt,Matthew,Gospel,1,148,Matt.1.21,christological,0.5884,0.2171,0.5788,0.2021,0.0096,False,False,27,2,25,0.0741,christological,"πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες καθὼς ⸀συνέταξεν αὐτοῖς ὁ Ἰησοῦς ἤγαγον τὴν ὄνον καὶ τὸν πῶλον, καὶ ἐπέθηκαν ⸀ἐπ’ αὐτῶν τὰ ⸀ἱμάτια, καὶ ἐπεκάθισεν ἐπάνω αὐτῶν.","πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες καθὼς ⸀συνέταξεν αὐτοῖς ἤγαγον τὴν ὄνον καὶ τὸν πῶλον, καὶ ἐπέθηκαν ⸀ἐπ’ αὐτῶν τὰ ⸀ἱμάτια, καὶ ἐπεκάθισεν ἐπάνω αὐτῶν.",ὁ|Ἰησοῦς,,,
