book,book_full,category,chapter,clause_idx,sent_id,strategy,orig_pj,orig_std,stripped_pj,stripped_std,delta_pj,flipped,fully_editorial,n_orig,n_stripped,n_remaining,strip_ratio,categories_hit,orig_text,stripped_text,tokens_removed,robustness,random_flip_count,p_value
Phil,Philippians,KnownPauline,11,7,Phil.11.2,christological,0.6209,0.1357,0.5705,0.0964,0.0504,False,False,31,2,29,0.0645,christological,"τοῦτο ⸀φρονεῖτε ἐν ὑμῖν ὃ καὶ ἐν Χριστῷ Ἰησοῦ, ὃς ἐν μορφῇ θεοῦ ὑπάρχων οὐχ ἁρπαγμὸν ἡγήσατο τὸ εἶναι ἴσα θεῷ, ἀλλὰ ἑαυτὸν ἐκένωσεν μορφὴν δούλου λαβών, ἐν ὁμοιώματι ἀνθρώπων γενόμενος·","τοῦτο ⸀φρονεῖτε ἐν ὑμῖν ὃ καὶ ἐν ὃς ἐν μορφῇ θεοῦ ὑπάρχων οὐχ ἁρπαγμὸν ἡγήσατο τὸ εἶναι ἴσα θεῷ, ἀλλὰ ἑαυτὸν ἐκένωσεν μορφὴν δούλου λαβών, ἐν ὁμοιώματι ἀνθρώπων γενόμενος·","Χριστῷ|Ἰησοῦ,",,,
Phil,Philippians,KnownPauline,11,9,Phil.11.2,all,0.7947,0.0990,0.7281,0.1042,0.0666,False,False,25,1,24,0.0400,christological,"διὸ καὶ ὁ θεὸς αὐτὸν ὑπερύψωσεν, καὶ ἐχαρίσατο αὐτῷ ⸀τὸ ὄνομα τὸ ὑπὲρ πᾶν ὄνομα, ἵνα ἐν τῷ ὀνόματι Ἰησοῦ πᾶν γόνυ κάμψῃ ἐπουρανίων καὶ","διὸ καὶ ὁ θεὸς αὐτὸν ὑπερύψωσεν, καὶ ἐχαρίσατο αὐτῷ ⸀τὸ ὄνομα τὸ ὑπὲρ πᾶν ὄνομα, ἵνα ἐν τῷ ὀνόματι πᾶν γόνυ κάμψῃ ἐπουρανίων καὶ",Ἰησοῦ,,,
Phil,Philippians,KnownPauline,11,9,Phil.11.2,christological,0.7947,0.0990,0.7281,0.1042,0.0666,False,False,25,1,24,0.0400,christological,"διὸ καὶ ὁ θεὸς αὐτὸν ὑπερύψωσεν, καὶ ἐχαρίσατο αὐτῷ ⸀τὸ ὄνομα τὸ ὑπὲρ πᾶν ὄνομα, ἵνα ἐν τῷ ὀνόματι Ἰησοῦ πᾶν γόνυ κάμψῃ ἐπουρανίων καὶ","διὸ καὶ ὁ θεὸς αὐτὸν ὑπερύψωσεν, καὶ ἐχαρίσατο αὐτῷ ⸀τὸ ὄνομα τὸ ὑπὲρ πᾶν ὄνομα, ἵνα ἐν τῷ ὀνόματι πᾶν γόνυ κάμψῃ ἐπουρανίων καὶ",Ἰησοῦ,,,
Phil,Philippians,KnownPauline,11,10,Phil.11.3,all,0.6720,0.0852,0.6191,0.1001,0.0529,False,False,7,1,6,0.1429,kyrios,"Τὸ λοιπόν, ἀδελφοί μου, χαίρετε ἐν κυρίῳ.","Τὸ λοιπόν, ἀδελφοί μου, χαίρετε ἐν",κυρίῳ.,,,
Phil,Philippians,KnownPauline,11,10,Phil.11.3,kyrios,0.6720,0.0852,0.6191,0.1001,0.0529,False,False,7,1,6,0.1429,kyrios,"Τὸ λοιπόν, ἀδελφοί μου, χαίρετε ἐν κυρίῳ.","Τὸ λοιπόν, ἀδελφοί μου, χαίρετε ἐν",κυρίῳ.,,,
Phil,Philippians,KnownPauline,11,11,Phil.11.3,all,0.5670,0.0718,0.4566,0.1457,0.1104,True,False,11,1,10,0.0909,scripture_citation,"τὰ αὐτὰ γράφειν ὑμῖν ἐμοὶ μὲν οὐκ ὀκνηρόν, ὑμῖν δὲ ἀσφαλές.","τὰ αὐτὰ ὑμῖν ἐμοὶ μὲν οὐκ ὀκνηρόν, ὑμῖν δὲ ἀσφαλές.",γράφειν,FRAGILE,14,0.1485148514851485
Phil,Philippians,KnownPauline,11,11,Phil.11.3,scripture_citation,0.5670,0.0718,0.4566,0.1457,0.1104,True,False,11,1,10,0.0909,scripture_citation,"τὰ αὐτὰ γράφειν ὑμῖν ἐμοὶ μὲν οὐκ ὀκνηρόν, ὑμῖν δὲ ἀσφαλές.","τὰ αὐτὰ ὑμῖν ἐμοὶ μὲν οὐκ ὀκνηρόν, ὑμῖν δὲ ἀσφαλές.",γράφειν,,,
Phil,Philippians,KnownPauline,11,15,Phil.11.3,all,0.7390,0.0837,0.5394,0.1309,0.1996,False,False,25,4,21,0.1600,torah_law|patriarchal,"περιτομῇ ὀκταήμερος, ἐκ γένους Ἰσραήλ, φυλῆς Βενιαμίν, Ἑβραῖος ἐξ Ἑβραίων, κατὰ νόμον Φαρισαῖος, κατὰ ⸀ζῆλος διώκων τὴν ἐκκλησίαν, κατὰ δικαιοσύνην τὴν ἐν νόμῳ γενόμενος ἄμεμπτος.","γένους φυλῆς Βενιαμίν, Ἑβραῖος ἐξ Ἑβραίων, κατὰ νόμον Φαρισαῖος, κατὰ ⸀ζῆλος διώκων τὴν ἐκκλησίαν, κατὰ δικαιοσύνην τὴν ἐν νόμῳ γενόμενος ἄμεμπτος.","περιτομῇ|ὀκταήμερος,|ἐκ|Ἰσραήλ,",,,
Phil,Philippians,KnownPauline,11,15,Phil.11.3,patriarchal,0.7390,0.0837,0.6881,0.0920,0.0509,False,False,25,1,24,0.0400,patriarchal,"περιτομῇ ὀκταήμερος, ἐκ γένους Ἰσραήλ, φυλῆς Βενιαμίν, Ἑβραῖος ἐξ Ἑβραίων, κατὰ νόμον Φαρισαῖος, κατὰ ⸀ζῆλος διώκων τὴν ἐκκλησίαν, κατὰ δικαιοσύνην τὴν ἐν νόμῳ γενόμενος ἄμεμπτος.","περιτομῇ ὀκταήμερος, ἐκ γένους φυλῆς Βενιαμίν, Ἑβραῖος ἐξ Ἑβραίων, κατὰ νόμον Φαρισαῖος, κατὰ ⸀ζῆλος διώκων τὴν ἐκκλησίαν, κατὰ δικαιοσύνην τὴν ἐν νόμῳ γενόμενος ἄμεμπτος.","Ἰσραήλ,",,,
Phil,Philippians,KnownPauline,11,15,Phil.11.3,torah_law,0.7390,0.0837,0.3004,0.1296,0.4386,True,False,25,3,22,0.1200,torah_law,"περιτομῇ ὀκταήμερος, ἐκ γένους Ἰσραήλ, φυλῆς Βενιαμίν, Ἑβραῖος ἐξ Ἑβραίων, κατὰ νόμον Φαρισαῖος, κατὰ ⸀ζῆλος διώκων τὴν ἐκκλησίαν, κατὰ δικαιοσύνην τὴν ἐν νόμῳ γενόμενος ἄμεμπτος.","γένους Ἰσραήλ, φυλῆς Βενιαμίν, Ἑβραῖος ἐξ Ἑβραίων, κατὰ νόμον Φαρισαῖος, κατὰ ⸀ζῆλος διώκων τὴν ἐκκλησίαν, κατὰ δικαιοσύνην τὴν ἐν νόμῳ γενόμενος ἄμεμπτος.","περιτομῇ|ὀκταήμερος,|ἐκ",,,
Phil,Philippians,KnownPauline,11,16,Phil.11.3,all,0.7287,0.0893,0.6880,0.0727,0.0406,False,False,11,2,9,0.1818,christological,"Ἀλλὰ ἅτινα ἦν μοι κέρδη, ταῦτα ἥγημαι διὰ τὸν Χριστὸν ζημίαν.","Ἀλλὰ ἅτινα ἦν μοι κέρδη, ταῦτα ἥγημαι διὰ ζημίαν.",τὸν|Χριστὸν,,,
Phil,Philippians,KnownPauline,11,16,Phil.11.3,christological,0.7287,0.0893,0.6880,0.0727,0.0406,False,False,11,2,9,0.1818,christological,"Ἀλλὰ ἅτινα ἦν μοι κέρδη, ταῦτα ἥγημαι διὰ τὸν Χριστὸν ζημίαν.","Ἀλλὰ ἅτινα ἦν μοι κέρδη, ταῦτα ἥγημαι διὰ ζημίαν.",τὸν|Χριστὸν,,,
Phil,Philippians,KnownPauline,11,17,Phil.11.3,all,0.7726,0.1362,0.3020,0.1348,0.4706,True,False,29,8,21,0.2759,kyrios|christological,"ἀλλὰ ⸀μενοῦνγε καὶ ἡγοῦμαι πάντα ζημίαν εἶναι διὰ τὸ ὑπερέχον τῆς γνώσεως Χριστοῦ Ἰησοῦ τοῦ κυρίου μου δι’ ὃν τὰ πάντα ἐζημιώθην, καὶ ἡγοῦμαι ⸀σκύβαλα ἵνα Χριστὸν κερδήσω καὶ",ἀλλὰ ⸀μενοῦνγε καὶ ἡγοῦμαι πάντα ζημίαν εἶναι διὰ τὸ ὑπερέχον τῆς γνώσεως ὃν τὰ πάντα καὶ ἡγοῦμαι ⸀σκύβαλα ἵνα κερδήσω καὶ,"Χριστοῦ|Ἰησοῦ|τοῦ|κυρίου|μου|δι’|ἐζημιώθην,|Χριστὸν",ROBUST,0,0.009900990099009901
Phil,Philippians,KnownPauline,11,17,Phil.11.3,christological,0.7726,0.1362,0.3020,0.1348,0.4706,True,False,29,8,21,0.2759,christological,"ἀλλὰ ⸀μενοῦνγε καὶ ἡγοῦμαι πάντα ζημίαν εἶναι διὰ τὸ ὑπερέχον τῆς γνώσεως Χριστοῦ Ἰησοῦ τοῦ κυρίου μου δι’ ὃν τὰ πάντα ἐζημιώθην, καὶ ἡγοῦμαι ⸀σκύβαλα ἵνα Χριστὸν κερδήσω καὶ",ἀλλὰ ⸀μενοῦνγε καὶ ἡγοῦμαι πάντα ζημίαν εἶναι διὰ τὸ ὑπερέχον τῆς γνώσεως ὃν τὰ πάντα καὶ ἡγοῦμαι ⸀σκύβαλα ἵνα κερδήσω καὶ,"Χριστοῦ|Ἰησοῦ|τοῦ|κυρίου|μου|δι’|ἐζημιώθην,|Χριστὸν",,,
Phil,Philippians,KnownPauline,11,17,Phil.11.3,kyrios,0.7726,0.1362,0.4706,0.1807,0.3020,True,False,29,2,27,0.0690,kyrios,"ἀλλὰ ⸀μενοῦνγε καὶ ἡγοῦμαι πάντα ζημίαν εἶναι διὰ τὸ ὑπερέχον τῆς γνώσεως Χριστοῦ Ἰησοῦ τοῦ κυρίου μου δι’ ὃν τὰ πάντα ἐζημιώθην, καὶ ἡγοῦμαι ⸀σκύβαλα ἵνα Χριστὸν κερδήσω καὶ","ἀλλὰ ⸀μενοῦνγε καὶ ἡγοῦμαι πάντα ζημίαν εἶναι διὰ τὸ ὑπερέχον τῆς γνώσεως Χριστοῦ Ἰησοῦ τοῦ δι’ ὃν τὰ πάντα ἐζημιώθην, καὶ ἡγοῦμαι ⸀σκύβαλα ἵνα Χριστὸν κερδήσω καὶ",κυρίου|μου,,,
Phil,Philippians,KnownPauline,11,18,Phil.11.4,all,0.7728,0.0662,0.7160,0.0945,0.0568,False,False,15,1,14,0.0667,kyrios,"ὥστε, ἀδελφοί μου ἀγαπητοὶ καὶ ἐπιπόθητοι, χαρὰ καὶ στέφανός μου, οὕτως στήκετε ἐν κυρίῳ, ἀγαπητοί.","ὥστε, ἀδελφοί μου ἀγαπητοὶ καὶ ἐπιπόθητοι, χαρὰ καὶ στέφανός μου, οὕτως στήκετε ἐν ἀγαπητοί.","κυρίῳ,",,,
Phil,Philippians,KnownPauline,11,18,Phil.11.4,kyrios,0.7728,0.0662,0.7160,0.0945,0.0568,False,False,15,1,14,0.0667,kyrios,"ὥστε, ἀδελφοί μου ἀγαπητοὶ καὶ ἐπιπόθητοι, χαρὰ καὶ στέφανός μου, οὕτως στήκετε ἐν κυρίῳ, ἀγαπητοί.","ὥστε, ἀδελφοί μου ἀγαπητοὶ καὶ ἐπιπόθητοι, χαρὰ καὶ στέφανός μου, οὕτως στήκετε ἐν ἀγαπητοί.","κυρίῳ,",,,
Phil,Philippians,KnownPauline,11,19,Phil.11.4,all,0.6826,0.0636,0.6600,0.0781,0.0226,False,False,10,1,9,0.1000,kyrios,Εὐοδίαν παρακαλῶ καὶ Συντύχην παρακαλῶ τὸ αὐτὸ φρονεῖν ἐν κυρίῳ.,Εὐοδίαν παρακαλῶ καὶ Συντύχην παρακαλῶ τὸ αὐτὸ φρονεῖν ἐν,κυρίῳ.,,,
Phil,Philippians,KnownPauline,11,19,Phil.11.4,kyrios,0.6826,0.0636,0.6600,0.0781,0.0226,False,False,10,1,9,0.1000,kyrios,Εὐοδίαν παρακαλῶ καὶ Συντύχην παρακαλῶ τὸ αὐτὸ φρονεῖν ἐν κυρίῳ.,Εὐοδίαν παρακαλῶ καὶ Συντύχην παρακαλῶ τὸ αὐτὸ φρονεῖν ἐν,κυρίῳ.,,,
Phil,Philippians,KnownPauline,11,24,Phil.11.4,all,0.5148,0.0632,,,,False,True,3,1,2,0.3333,kyrios,ὁ κύριος ἐγγύς·,ὁ ἐγγύς·,κύριος,,,
Phil,Philippians,KnownPauline,11,24,Phil.11.4,kyrios,0.5148,0.0632,,,,False,True,3,1,2,0.3333,kyrios,ὁ κύριος ἐγγύς·,ὁ ἐγγύς·,κύριος,,,
Phil,Philippians,KnownPauline,11,26,Phil.11.4,all,0.9316,0.0165,0.9082,0.0393,0.0234,False,False,20,2,18,0.1000,christological,καὶ ἡ εἰρήνη τοῦ θεοῦ ἡ ὑπερέχουσα πάντα νοῦν φρουρήσει τὰς καρδίας ὑμῶν καὶ τὰ νοήματα ὑμῶν ἐν Χριστῷ Ἰησοῦ.,καὶ ἡ εἰρήνη τοῦ θεοῦ ἡ ὑπερέχουσα πάντα νοῦν φρουρήσει τὰς καρδίας ὑμῶν καὶ τὰ νοήματα ὑμῶν ἐν,Χριστῷ|Ἰησοῦ.,,,
Phil,Philippians,KnownPauline,11,26,Phil.11.4,christological,0.9316,0.0165,0.9082,0.0393,0.0234,False,False,20,2,18,0.1000,christological,καὶ ἡ εἰρήνη τοῦ θεοῦ ἡ ὑπερέχουσα πάντα νοῦν φρουρήσει τὰς καρδίας ὑμῶν καὶ τὰ νοήματα ὑμῶν ἐν Χριστῷ Ἰησοῦ.,καὶ ἡ εἰρήνη τοῦ θεοῦ ἡ ὑπερέχουσα πάντα νοῦν φρουρήσει τὰς καρδίας ὑμῶν καὶ τὰ νοήματα ὑμῶν ἐν,Χριστῷ|Ἰησοῦ.,,,
Col,Colossians,UncertainPaul,12,1,Col.12.1,all,0.7662,0.1368,0.8227,0.0837,-0.0566,False,False,20,3,17,0.1500,christological,Παῦλος ἀπόστολος ⸂Χριστοῦ Ἰησοῦ⸃ διὰ θελήματος θεοῦ καὶ Τιμόθεος ὁ ἀδελφὸς τοῖς ἐν ⸀Κολοσσαῖς ἁγίοις καὶ πιστοῖς ἀδελφοῖς ἐν Χριστῷ·,Παῦλος ἀπόστολος διὰ θελήματος θεοῦ καὶ Τιμόθεος ὁ ἀδελφὸς τοῖς ἐν ⸀Κολοσσαῖς ἁγίοις καὶ πιστοῖς ἀδελφοῖς ἐν,⸂Χριστοῦ|Ἰησοῦ⸃|Χριστῷ·,,,
Col,Colossians,UncertainPaul,12,1,Col.12.1,christological,0.7662,0.1368,0.8227,0.0837,-0.0566,False,False,20,3,17,0.1500,christological,Παῦλος ἀπόστολος ⸂Χριστοῦ Ἰησοῦ⸃ διὰ θελήματος θεοῦ καὶ Τιμόθεος ὁ ἀδελφὸς τοῖς ἐν ⸀Κολοσσαῖς ἁγίοις καὶ πιστοῖς ἀδελφοῖς ἐν Χριστῷ·,Παῦλος ἀπόστολος διὰ θελήματος θεοῦ καὶ Τιμόθεος ὁ ἀδελφὸς τοῖς ἐν ⸀Κολοσσαῖς ἁγίοις καὶ πιστοῖς ἀδελφοῖς ἐν,⸂Χριστοῦ|Ἰησοῦ⸃|Χριστῷ·,,,
Col,Colossians,UncertainPaul,12,4,Col.12.1,all,0.9218,0.0336,0.9049,0.0584,0.0168,False,False,23,1,22,0.0435,christological,"⸀καθὼς ἐμάθετε ἀπὸ Ἐπαφρᾶ τοῦ ἀγαπητοῦ συνδούλου ἡμῶν, ὅς ἐστιν πιστὸς ὑπὲρ ⸀ἡμῶν διάκονος τοῦ Χριστοῦ, ὁ καὶ δηλώσας ἡμῖν τὴν ὑμῶν ἀγάπην","⸀καθὼς ἐμάθετε ἀπὸ Ἐπαφρᾶ τοῦ ἀγαπητοῦ συνδούλου ἡμῶν, ὅς ἐστιν πιστὸς ὑπὲρ ⸀ἡμῶν διάκονος τοῦ ὁ καὶ δηλώσας ἡμῖν τὴν ὑμῶν ἀγάπην","Χριστοῦ,",,,
Col,Colossians,UncertainPaul,12,4,Col.12.1,christological,0.9218,0.0336,0.9049,0.0584,0.0168,False,False,23,1,22,0.0435,christological,"⸀καθὼς ἐμάθετε ἀπὸ Ἐπαφρᾶ τοῦ ἀγαπητοῦ συνδούλου ἡμῶν, ὅς ἐστιν πιστὸς ὑπὲρ ⸀ἡμῶν διάκονος τοῦ Χριστοῦ, ὁ καὶ δηλώσας ἡμῖν τὴν ὑμῶν ἀγάπην","⸀καθὼς ἐμάθετε ἀπὸ Ἐπαφρᾶ τοῦ ἀγαπητοῦ συνδούλου ἡμῶν, ὅς ἐστιν πιστὸς ὑπὲρ ⸀ἡμῶν διάκονος τοῦ ὁ καὶ δηλώσας ἡμῖν τὴν ὑμῶν ἀγάπην","Χριστοῦ,",,,
Col,Colossians,UncertainPaul,12,5,Col.12.2,all,0.9633,0.0221,0.9493,0.0320,0.0139,False,False,56,1,55,0.0179,christological,"Θέλω γὰρ ὑμᾶς εἰδέναι ἡλίκον ἀγῶνα ἔχω ⸀ὑπὲρ ὑμῶν καὶ τῶν ἐν Λαοδικείᾳ καὶ ὅσοι οὐχ ἑόρακαν τὸ πρόσωπόν μου ἐν σαρκί, ἵνα παρακληθῶσιν αἱ καρδίαι αὐτῶν, ⸀συμβιβασθέντες ἐν ἀγάπῃ καὶ εἰς ⸂πᾶν πλοῦτος⸃ τῆς πληροφορίας τῆς συνέσεως, εἰς ἐπίγνωσιν τοῦ μυστηρίου τοῦ ⸀θεοῦ, Χριστοῦ, ἐν ᾧ εἰσιν πάντες οἱ θησαυροὶ τῆς σοφίας ⸀καὶ γνώσεως ἀπόκρυφοι.","Θέλω γὰρ ὑμᾶς εἰδέναι ἡλίκον ἀγῶνα ἔχω ⸀ὑπὲρ ὑμῶν καὶ τῶν ἐν Λαοδικείᾳ καὶ ὅσοι οὐχ ἑόρακαν τὸ πρόσωπόν μου ἐν σαρκί, ἵνα παρακληθῶσιν αἱ καρδίαι αὐτῶν, ⸀συμβιβασθέντες ἐν ἀγάπῃ καὶ εἰς ⸂πᾶν πλοῦτος⸃ τῆς πληροφορίας τῆς συνέσεως, εἰς ἐπίγνωσιν τοῦ μυστηρίου τοῦ ⸀θεοῦ, ἐν ᾧ εἰσιν πάντες οἱ θησαυροὶ τῆς σοφίας ⸀καὶ γνώσεως ἀπόκρυφοι.","Χριστοῦ,",,,
Col,Colossians,UncertainPaul,12,5,Col.12.2,christological,0.9633,0.0221,0.9493,0.0320,0.0139,False,False,56,1,55,0.0179,christological,"Θέλω γὰρ ὑμᾶς εἰδέναι ἡλίκον ἀγῶνα ἔχω ⸀ὑπὲρ ὑμῶν καὶ τῶν ἐν Λαοδικείᾳ καὶ ὅσοι οὐχ ἑόρακαν τὸ πρόσωπόν μου ἐν σαρκί, ἵνα παρακληθῶσιν αἱ καρδίαι αὐτῶν, ⸀συμβιβασθέντες ἐν ἀγάπῃ καὶ εἰς ⸂πᾶν πλοῦτος⸃ τῆς πληροφορίας τῆς συνέσεως, εἰς ἐπίγνωσιν τοῦ μυστηρίου τοῦ ⸀θεοῦ, Χριστοῦ, ἐν ᾧ εἰσιν πάντες οἱ θησαυροὶ τῆς σοφίας ⸀καὶ γνώσεως ἀπόκρυφοι.","Θέλω γὰρ ὑμᾶς εἰδέναι ἡλίκον ἀγῶνα ἔχω ⸀ὑπὲρ ὑμῶν καὶ τῶν ἐν Λαοδικείᾳ καὶ ὅσοι οὐχ ἑόρακαν τὸ πρόσωπόν μου ἐν σαρκί, ἵνα παρακληθῶσιν αἱ καρδίαι αὐτῶν, ⸀συμβιβασθέντες ἐν ἀγάπῃ καὶ εἰς ⸂πᾶν πλοῦτος⸃ τῆς πληροφορίας τῆς συνέσεως, εἰς ἐπίγνωσιν τοῦ μυστηρίου τοῦ ⸀θεοῦ, ἐν ᾧ εἰσιν πάντες οἱ θησαυροὶ τῆς σοφίας ⸀καὶ γνώσεως ἀπόκρυφοι.","Χριστοῦ,",,,
Col,Colossians,UncertainPaul,12,7,Col.12.2,all,0.7529,0.1252,0.7056,0.1821,0.0474,False,False,26,1,25,0.0385,christological,"εἰ γὰρ καὶ τῇ σαρκὶ ἄπειμι, ἀλλὰ τῷ πνεύματι σὺν ὑμῖν εἰμι, χαίρων καὶ βλέπων ὑμῶν τὴν τάξιν καὶ τὸ στερέωμα τῆς εἰς Χριστὸν πίστεως ὑμῶν.","εἰ γὰρ καὶ τῇ σαρκὶ ἄπειμι, ἀλλὰ τῷ πνεύματι σὺν ὑμῖν εἰμι, χαίρων καὶ βλέπων ὑμῶν τὴν τάξιν καὶ τὸ στερέωμα τῆς εἰς πίστεως ὑμῶν.",Χριστὸν,,,
Col,Colossians,UncertainPaul,12,7,Col.12.2,christological,0.7529,0.1252,0.7056,0.1821,0.0474,False,False,26,1,25,0.0385,christological,"εἰ γὰρ καὶ τῇ σαρκὶ ἄπειμι, ἀλλὰ τῷ πνεύματι σὺν ὑμῖν εἰμι, χαίρων καὶ βλέπων ὑμῶν τὴν τάξιν καὶ τὸ στερέωμα τῆς εἰς Χριστὸν πίστεως ὑμῶν.","εἰ γὰρ καὶ τῇ σαρκὶ ἄπειμι, ἀλλὰ τῷ πνεύματι σὺν ὑμῖν εἰμι, χαίρων καὶ βλέπων ὑμῶν τὴν τάξιν καὶ τὸ στερέωμα τῆς εἰς πίστεως ὑμῶν.",Χριστὸν,,,
Col,Colossians,UncertainPaul,12,8,Col.12.2,all,0.5620,0.2229,0.6705,0.1936,-0.1085,False,False,25,5,20,0.2000,kyrios|christological,"Ὡς οὖν παρελάβετε τὸν Χριστὸν Ἰησοῦν τὸν κύριον, ἐν αὐτῷ περιπατεῖτε, ἐρριζωμένοι καὶ ἐποικοδομούμενοι ἐν αὐτῷ καὶ ⸀βεβαιούμενοι τῇ πίστει καθὼς ἐδιδάχθητε, ⸀περισσεύοντες ἐν εὐχαριστίᾳ.","Ὡς οὖν παρελάβετε ἐν αὐτῷ περιπατεῖτε, ἐρριζωμένοι καὶ ἐποικοδομούμενοι ἐν αὐτῷ καὶ ⸀βεβαιούμενοι τῇ πίστει καθὼς ἐδιδάχθητε, ⸀περισσεύοντες ἐν εὐχαριστίᾳ.","τὸν|Χριστὸν|Ἰησοῦν|τὸν|κύριον,",,,
Col,Colossians,UncertainPaul,12,8,Col.12.2,christological,0.5620,0.2229,0.6705,0.1936,-0.1085,False,False,25,5,20,0.2000,christological,"Ὡς οὖν παρελάβετε τὸν Χριστὸν Ἰησοῦν τὸν κύριον, ἐν αὐτῷ περιπατεῖτε, ἐρριζωμένοι καὶ ἐποικοδομούμενοι ἐν αὐτῷ καὶ ⸀βεβαιούμενοι τῇ πίστει καθὼς ἐδιδάχθητε, ⸀περισσεύοντες ἐν εὐχαριστίᾳ.","Ὡς οὖν παρελάβετε ἐν αὐτῷ περιπατεῖτε, ἐρριζωμένοι καὶ ἐποικοδομούμενοι ἐν αὐτῷ καὶ ⸀βεβαιούμενοι τῇ πίστει καθὼς ἐδιδάχθητε, ⸀περισσεύοντες ἐν εὐχαριστίᾳ.","τὸν|Χριστὸν|Ἰησοῦν|τὸν|κύριον,",,,
Col,Colossians,UncertainPaul,12,8,Col.12.2,kyrios,0.5620,0.2229,0.6510,0.1391,-0.0890,False,False,25,1,24,0.0400,kyrios,"Ὡς οὖν παρελάβετε τὸν Χριστὸν Ἰησοῦν τὸν κύριον, ἐν αὐτῷ περιπατεῖτε, ἐρριζωμένοι καὶ ἐποικοδομούμενοι ἐν αὐτῷ καὶ ⸀βεβαιούμενοι τῇ πίστει καθὼς ἐδιδάχθητε, ⸀περισσεύοντες ἐν εὐχαριστίᾳ.","Ὡς οὖν παρελάβετε τὸν Χριστὸν Ἰησοῦν τὸν ἐν αὐτῷ περιπατεῖτε, ἐρριζωμένοι καὶ ἐποικοδομούμενοι ἐν αὐτῷ καὶ ⸀βεβαιούμενοι τῇ πίστει καθὼς ἐδιδάχθητε, ⸀περισσεύοντες ἐν εὐχαριστίᾳ.","κύριον,",,,
Col,Colossians,UncertainPaul,12,10,Col.12.3,all,0.9013,0.0367,0.8871,0.0376,0.0142,False,False,17,3,14,0.1765,christological,"Εἰ οὖν συνηγέρθητε τῷ Χριστῷ, τὰ ἄνω ζητεῖτε, οὗ ὁ Χριστός ἐστιν ἐν δεξιᾷ τοῦ θεοῦ καθήμενος·","Εἰ οὖν συνηγέρθητε τῷ τὰ ἄνω ζητεῖτε, οὗ ἐστιν ἐν δεξιᾷ τοῦ θεοῦ καθήμενος·","Χριστῷ,|ὁ|Χριστός",,,
Col,Colossians,UncertainPaul,12,10,Col.12.3,christological,0.9013,0.0367,0.8871,0.0376,0.0142,False,False,17,3,14,0.1765,christological,"Εἰ οὖν συνηγέρθητε τῷ Χριστῷ, τὰ ἄνω ζητεῖτε, οὗ ὁ Χριστός ἐστιν ἐν δεξιᾷ τοῦ θεοῦ καθήμενος·","Εἰ οὖν συνηγέρθητε τῷ τὰ ἄνω ζητεῖτε, οὗ ἐστιν ἐν δεξιᾷ τοῦ θεοῦ καθήμενος·","Χριστῷ,|ὁ|Χριστός",,,
Col,Colossians,UncertainPaul,12,11,Col.12.3,all,0.9245,0.0273,0.9227,0.0286,0.0018,False,False,21,3,18,0.1429,christological,"τὰ ἄνω φρονεῖτε, μὴ τὰ ἐπὶ τῆς γῆς, ἀπεθάνετε γάρ, καὶ ἡ ζωὴ ὑμῶν κέκρυπται σὺν τῷ Χριστῷ ἐν τῷ θεῷ·","τὰ ἄνω φρονεῖτε, μὴ τὰ ἐπὶ τῆς γῆς, ἀπεθάνετε γάρ, καὶ ἡ ζωὴ ὑμῶν κέκρυπται σὺν ἐν θεῷ·",τῷ|Χριστῷ|τῷ,,,
Col,Colossians,UncertainPaul,12,11,Col.12.3,christological,0.9245,0.0273,0.9227,0.0286,0.0018,False,False,21,3,18,0.1429,christological,"τὰ ἄνω φρονεῖτε, μὴ τὰ ἐπὶ τῆς γῆς, ἀπεθάνετε γάρ, καὶ ἡ ζωὴ ὑμῶν κέκρυπται σὺν τῷ Χριστῷ ἐν τῷ θεῷ·","τὰ ἄνω φρονεῖτε, μὴ τὰ ἐπὶ τῆς γῆς, ἀπεθάνετε γάρ, καὶ ἡ ζωὴ ὑμῶν κέκρυπται σὺν ἐν θεῷ·",τῷ|Χριστῷ|τῷ,,,
Col,Colossians,UncertainPaul,12,12,Col.12.3,all,0.6387,0.0667,0.6418,0.0816,-0.0031,False,False,15,2,13,0.1333,christological,"ὅταν ὁ Χριστὸς φανερωθῇ, ἡ ζωὴ ⸀ὑμῶν, τότε καὶ ὑμεῖς σὺν αὐτῷ φανερωθήσεσθε ἐν δόξῃ.","ὅταν φανερωθῇ, ἡ ζωὴ ⸀ὑμῶν, τότε καὶ ὑμεῖς σὺν αὐτῷ φανερωθήσεσθε ἐν δόξῃ.",ὁ|Χριστὸς,,,
Col,Colossians,UncertainPaul,12,12,Col.12.3,christological,0.6387,0.0667,0.6418,0.0816,-0.0031,False,False,15,2,13,0.1333,christological,"ὅταν ὁ Χριστὸς φανερωθῇ, ἡ ζωὴ ⸀ὑμῶν, τότε καὶ ὑμεῖς σὺν αὐτῷ φανερωθήσεσθε ἐν δόξῃ.","ὅταν φανερωθῇ, ἡ ζωὴ ⸀ὑμῶν, τότε καὶ ὑμεῖς σὺν αὐτῷ φανερωθήσεσθε ἐν δόξῃ.",ὁ|Χριστὸς,,,
